avaliacao_id;funcionario_id;ciclo;data_avaliacao;nota_desempenho;engajamento_score;recomendado_promocao
1109;642;2024-S2;2024-12-10;4.5;75;f
1110;643;2024-S1;2024-06-15;4.0;69;f
1111;643;2024-S2;2024-12-10;4.2;95;f
1112;644;2024-S1;2024-06-15;4.0;69;f
1113;644;2024-S2;2024-12-10;4.2;65;f
1114;646;2024-S1;2024-06-15;4.5;64;f
1115;646;2024-S2;2024-12-10;3.7;84;f
1116;647;2024-S1;2024-06-15;2.6;76;f
1117;647;2024-S2;2024-12-10;3.8;65;f
1118;648;2024-S1;2024-06-15;3.5;60;f
1119;648;2024-S2;2024-12-10;3.2;66;f
1120;649;2024-S1;2024-06-15;3.2;79;f
1121;649;2024-S2;2024-12-10;3.3;83;f
1122;650;2024-S1;2024-06-15;3.2;53;f
1123;650;2024-S2;2024-12-10;3.6;55;f
1124;651;2024-S1;2024-06-15;3.6;60;f
1125;651;2024-S2;2024-12-10;3.0;54;f
1126;652;2024-S1;2024-06-15;4.3;81;f
1127;652;2024-S2;2024-12-10;3.0;60;f
1128;653;2024-S1;2024-06-15;4.5;71;f
1129;653;2024-S2;2024-12-10;3.5;73;f
1130;654;2024-S2;2024-12-10;3.8;71;f
1131;655;2024-S1;2024-06-15;3.3;44;f
1132;655;2024-S2;2024-12-10;3.7;46;f
1133;656;2024-S1;2024-06-15;3.4;62;f
1134;656;2024-S2;2024-12-10;3.3;77;f
1135;657;2024-S2;2024-12-10;3.6;78;f
1136;658;2024-S1;2024-06-15;2.7;82;f
1137;658;2024-S2;2024-12-10;4.2;71;f
1138;659;2024-S1;2024-06-15;4.8;81;t
1139;659;2024-S2;2024-12-10;3.4;76;f
1140;661;2024-S1;2024-06-15;4.1;71;f
1141;661;2024-S2;2024-12-10;3.4;76;f
1142;662;2024-S1;2024-06-15;4.7;76;f
1143;662;2024-S2;2024-12-10;3.0;98;f
1144;663;2024-S1;2024-06-15;3.3;61;f
1145;663;2024-S2;2024-12-10;4.3;66;f
1146;664;2024-S1;2024-06-15;4.0;77;f
1147;664;2024-S2;2024-12-10;3.9;92;f
1148;665;2024-S1;2024-06-15;3.6;72;f
1149;665;2024-S2;2024-12-10;3.2;82;f
1150;666;2024-S1;2024-06-15;3.8;89;f
1151;666;2024-S2;2024-12-10;3.9;96;f
1152;667;2024-S1;2024-06-15;3.6;75;f
1153;667;2024-S2;2024-12-10;3.7;62;f
1154;668;2024-S1;2024-06-15;2.6;75;f
1155;668;2024-S2;2024-12-10;2.8;78;f
1156;669;2024-S1;2024-06-15;4.3;71;f
1157;669;2024-S2;2024-12-10;3.9;77;f
1158;670;2024-S1;2024-06-15;4.2;70;f
1159;670;2024-S2;2024-12-10;3.0;47;f
1160;671;2024-S1;2024-06-15;3.5;49;f
1161;671;2024-S2;2024-12-10;3.7;75;f
1162;672;2024-S1;2024-06-15;3.4;82;f
1163;672;2024-S2;2024-12-10;3.8;62;f
1164;673;2024-S1;2024-06-15;3.4;90;f
1165;673;2024-S2;2024-12-10;2.8;68;f
1166;674;2024-S1;2024-06-15;3.8;63;f
1167;674;2024-S2;2024-12-10;3.3;87;f
1168;675;2024-S1;2024-06-15;4.8;67;f
1169;675;2024-S2;2024-12-10;3.7;80;f
1170;676;2024-S1;2024-06-15;3.1;72;f
1171;676;2024-S2;2024-12-10;4.5;100;f
1172;677;2024-S1;2024-06-15;3.3;55;f
1173;677;2024-S2;2024-12-10;3.2;63;f
1174;678;2024-S1;2024-06-15;3.7;55;f
1175;678;2024-S2;2024-12-10;3.8;86;f
1176;679;2024-S1;2024-06-15;4.3;66;f
1177;679;2024-S2;2024-12-10;3.7;62;f
1178;680;2024-S1;2024-06-15;3.0;64;f
1179;680;2024-S2;2024-12-10;2.7;44;f
1180;681;2024-S1;2024-06-15;3.9;75;f
1181;681;2024-S2;2024-12-10;4.4;92;f
1182;682;2024-S1;2024-06-15;3.8;58;f
1183;682;2024-S2;2024-12-10;3.2;57;f
1184;683;2024-S1;2024-06-15;3.8;61;f
1185;683;2024-S2;2024-12-10;2.9;77;f
1186;684;2024-S1;2024-06-15;4.2;61;f
1187;684;2024-S2;2024-12-10;3.7;92;f
1188;685;2024-S2;2024-12-10;4.2;59;f
1189;686;2024-S1;2024-06-15;4.6;82;t
1190;686;2024-S2;2024-12-10;3.6;94;f
1191;687;2024-S1;2024-06-15;3.9;87;f
1192;687;2024-S2;2024-12-10;4.2;60;f
1193;688;2024-S1;2024-06-15;3.9;59;f
1194;689;2024-S1;2024-06-15;3.6;55;f
1195;689;2024-S2;2024-12-10;3.6;72;f
1196;690;2024-S1;2024-06-15;3.2;71;f
1197;690;2024-S2;2024-12-10;4.1;58;f
1198;691;2024-S1;2024-06-15;4.2;84;f
1199;691;2024-S2;2024-12-10;3.2;35;f
1200;692;2024-S1;2024-06-15;4.3;68;f
1201;692;2024-S2;2024-12-10;3.7;100;f
1202;693;2024-S1;2024-06-15;3.9;78;f
1203;693;2024-S2;2024-12-10;3.7;69;f
1204;695;2024-S1;2024-06-15;3.7;69;f
1205;695;2024-S2;2024-12-10;2.8;58;f
1206;696;2024-S1;2024-06-15;3.7;100;f
1207;696;2024-S2;2024-12-10;2.9;64;f
1208;697;2024-S1;2024-06-15;3.4;81;f
1209;697;2024-S2;2024-12-10;3.8;62;f
1210;698;2024-S1;2024-06-15;4.3;58;f
1211;698;2024-S2;2024-12-10;3.4;56;f
1212;699;2024-S2;2024-12-10;4.2;71;f
1213;701;2024-S1;2024-06-15;3.3;78;f
1214;701;2024-S2;2024-12-10;4.6;40;f
1215;702;2024-S1;2024-06-15;4.0;96;f
1216;702;2024-S2;2024-12-10;4.6;68;f
1217;703;2024-S1;2024-06-15;3.8;74;f
1218;703;2024-S2;2024-12-10;3.6;84;f
1219;704;2024-S1;2024-06-15;2.8;80;f
1220;704;2024-S2;2024-12-10;3.7;86;f
1221;705;2024-S1;2024-06-15;4.3;73;f
1222;705;2024-S2;2024-12-10;3.4;86;f
1223;707;2024-S1;2024-06-15;3.0;57;f
1224;707;2024-S2;2024-12-10;3.7;64;f
1225;708;2024-S1;2024-06-15;3.6;67;f
1226;708;2024-S2;2024-12-10;3.7;92;f
1227;709;2024-S1;2024-06-15;3.1;65;f
1228;709;2024-S2;2024-12-10;4.2;72;f
1229;710;2024-S1;2024-06-15;3.2;70;f
1230;710;2024-S2;2024-12-10;2.9;86;f
1231;711;2024-S1;2024-06-15;3.8;100;f
1232;712;2024-S1;2024-06-15;3.1;62;f
1233;712;2024-S2;2024-12-10;3.8;90;f
1234;713;2024-S1;2024-06-15;3.4;62;f
1235;713;2024-S2;2024-12-10;3.7;62;f
1236;714;2024-S1;2024-06-15;4.0;73;f
1237;714;2024-S2;2024-12-10;4.1;84;f
1238;715;2024-S1;2024-06-15;3.9;88;f
1239;716;2024-S1;2024-06-15;3.5;51;f
1240;716;2024-S2;2024-12-10;3.1;70;f
1241;717;2024-S2;2024-12-10;3.9;80;f
1242;718;2024-S1;2024-06-15;3.3;84;f
1243;718;2024-S2;2024-12-10;2.4;64;f
1244;719;2024-S1;2024-06-15;4.0;84;f
1245;719;2024-S2;2024-12-10;4.1;85;f
1246;720;2024-S1;2024-06-15;3.8;70;f
1247;721;2024-S1;2024-06-15;2.7;68;f
1248;721;2024-S2;2024-12-10;3.1;80;f
1249;722;2024-S1;2024-06-15;2.9;69;f
1250;722;2024-S2;2024-12-10;3.0;71;f
1251;724;2024-S2;2024-12-10;3.6;47;f
1252;726;2024-S1;2024-06-15;3.9;68;f
1253;727;2024-S1;2024-06-15;3.7;66;f
1254;727;2024-S2;2024-12-10;3.3;82;f
1255;728;2024-S1;2024-06-15;4.3;85;f
1256;729;2024-S1;2024-06-15;2.9;91;f
1257;729;2024-S2;2024-12-10;4.0;89;f
1258;730;2024-S1;2024-06-15;4.4;76;f
1259;730;2024-S2;2024-12-10;3.3;61;f
1260;731;2024-S1;2024-06-15;3.3;69;f
1261;731;2024-S2;2024-12-10;3.2;47;f
1262;732;2024-S2;2024-12-10;2.8;71;f
1263;733;2024-S1;2024-06-15;3.6;79;f
1264;733;2024-S2;2024-12-10;3.6;88;f
1265;734;2024-S1;2024-06-15;3.4;76;f
1266;734;2024-S2;2024-12-10;4.0;72;f
1267;735;2024-S2;2024-12-10;4.3;79;f
1268;736;2024-S1;2024-06-15;4.1;63;f
1269;736;2024-S2;2024-12-10;3.6;41;f
1270;737;2024-S1;2024-06-15;3.7;52;f
1271;737;2024-S2;2024-12-10;5.0;76;f
1272;739;2024-S1;2024-06-15;3.5;82;f
1273;739;2024-S2;2024-12-10;2.9;65;f
1274;740;2024-S2;2024-12-10;3.5;81;f
1275;741;2024-S1;2024-06-15;3.2;62;f
1276;741;2024-S2;2024-12-10;3.8;80;f
1277;742;2024-S1;2024-06-15;3.8;59;f
1278;742;2024-S2;2024-12-10;3.8;62;f
1279;743;2024-S1;2024-06-15;3.2;77;f
1280;743;2024-S2;2024-12-10;4.0;71;f
1281;744;2024-S1;2024-06-15;4.0;82;f
1282;744;2024-S2;2024-12-10;2.4;77;f
1283;745;2024-S1;2024-06-15;4.6;68;f
1284;745;2024-S2;2024-12-10;4.5;76;f
1285;746;2024-S1;2024-06-15;3.7;75;f
1286;746;2024-S2;2024-12-10;2.9;95;f
1287;747;2024-S1;2024-06-15;3.4;55;f
1288;747;2024-S2;2024-12-10;3.4;72;f
1289;748;2024-S1;2024-06-15;4.3;70;f
1290;748;2024-S2;2024-12-10;3.5;67;f
1291;749;2024-S1;2024-06-15;3.0;64;f
1292;749;2024-S2;2024-12-10;3.4;75;f
1293;750;2024-S1;2024-06-15;2.8;65;f
1294;750;2024-S2;2024-12-10;4.4;77;f
1295;751;2024-S2;2024-12-10;4.2;66;f
1296;752;2024-S1;2024-06-15;4.6;83;f
1297;752;2024-S2;2024-12-10;2.6;80;f
1298;753;2024-S1;2024-06-15;4.4;61;f
1299;753;2024-S2;2024-12-10;4.3;84;f
1300;754;2024-S1;2024-06-15;3.3;64;f
1301;754;2024-S2;2024-12-10;3.2;86;f
1302;755;2024-S1;2024-06-15;3.3;62;f
1303;755;2024-S2;2024-12-10;3.6;56;f
1304;756;2024-S1;2024-06-15;2.9;40;f
1305;757;2024-S1;2024-06-15;4.3;83;f
1306;757;2024-S2;2024-12-10;4.6;50;f
1307;758;2024-S1;2024-06-15;3.0;72;f
1308;758;2024-S2;2024-12-10;3.8;67;f
1309;759;2024-S1;2024-06-15;4.6;66;f
1310;759;2024-S2;2024-12-10;4.0;76;f
1311;760;2024-S1;2024-06-15;3.4;78;f
1312;761;2024-S1;2024-06-15;3.7;89;f
1313;761;2024-S2;2024-12-10;4.3;36;f
1314;763;2024-S1;2024-06-15;2.9;69;f
1315;763;2024-S2;2024-12-10;4.2;73;f
1316;764;2024-S1;2024-06-15;3.9;100;f
1317;764;2024-S2;2024-12-10;3.4;78;f
1318;765;2024-S1;2024-06-15;3.8;84;f
1319;765;2024-S2;2024-12-10;4.2;79;f
1320;766;2024-S1;2024-06-15;4.5;90;f
1321;766;2024-S2;2024-12-10;3.6;64;f
1322;767;2024-S1;2024-06-15;3.0;74;f
1323;767;2024-S2;2024-12-10;4.3;58;f
1324;768;2024-S1;2024-06-15;3.1;97;f
1325;768;2024-S2;2024-12-10;3.6;47;f
1326;769;2024-S1;2024-06-15;2.9;78;f
1327;769;2024-S2;2024-12-10;3.4;78;f
1328;770;2024-S1;2024-06-15;3.6;74;f
1329;770;2024-S2;2024-12-10;4.7;69;f
1330;771;2024-S1;2024-06-15;4.3;73;f
1331;772;2024-S2;2024-12-10;3.1;99;f
1332;773;2024-S1;2024-06-15;4.9;69;f
1333;773;2024-S2;2024-12-10;3.8;89;f
1334;774;2024-S1;2024-06-15;3.6;85;f
1335;774;2024-S2;2024-12-10;3.3;97;f
1336;775;2024-S2;2024-12-10;3.9;82;f
1337;776;2024-S1;2024-06-15;4.4;83;f
1338;776;2024-S2;2024-12-10;3.7;96;f
1339;777;2024-S1;2024-06-15;4.2;69;f
1340;777;2024-S2;2024-12-10;2.9;71;f
1341;778;2024-S1;2024-06-15;3.4;72;f
1342;778;2024-S2;2024-12-10;3.3;77;f
1343;779;2024-S2;2024-12-10;3.5;91;f
1344;780;2024-S1;2024-06-15;4.0;65;f
1345;780;2024-S2;2024-12-10;3.7;79;f
1346;781;2024-S1;2024-06-15;2.9;78;f
1347;781;2024-S2;2024-12-10;2.8;93;f
1348;782;2024-S1;2024-06-15;3.5;86;f
1349;782;2024-S2;2024-12-10;3.1;80;f
1350;783;2024-S1;2024-06-15;3.1;67;f
1351;783;2024-S2;2024-12-10;4.2;80;f
1352;784;2024-S1;2024-06-15;4.0;67;f
1353;784;2024-S2;2024-12-10;3.1;82;f
1354;785;2024-S1;2024-06-15;3.2;63;f
1355;785;2024-S2;2024-12-10;4.5;80;t
1356;787;2024-S2;2024-12-10;4.2;63;f
1357;788;2024-S1;2024-06-15;2.9;65;f
1358;788;2024-S2;2024-12-10;3.7;66;f
1359;789;2024-S2;2024-12-10;3.2;80;f
1360;790;2024-S1;2024-06-15;2.4;87;f
1361;790;2024-S2;2024-12-10;4.1;77;f
1362;791;2024-S1;2024-06-15;4.0;68;f
1363;791;2024-S2;2024-12-10;3.7;92;f
1364;793;2024-S1;2024-06-15;3.6;77;f
1365;793;2024-S2;2024-12-10;4.0;73;f
1366;794;2024-S1;2024-06-15;3.6;47;f
1367;794;2024-S2;2024-12-10;4.1;87;f
1368;795;2024-S1;2024-06-15;3.7;89;f
1369;795;2024-S2;2024-12-10;3.9;44;f
1370;796;2024-S1;2024-06-15;3.1;65;f
1371;796;2024-S2;2024-12-10;3.4;73;f
1372;797;2024-S1;2024-06-15;3.2;95;f
1373;797;2024-S2;2024-12-10;2.5;70;f
1374;798;2024-S1;2024-06-15;3.3;53;f
1375;798;2024-S2;2024-12-10;4.0;57;f
1376;799;2024-S2;2024-12-10;3.7;58;f
1377;800;2024-S1;2024-06-15;1.6;41;f
1378;801;2024-S1;2024-06-15;3.9;63;f
1379;801;2024-S2;2024-12-10;4.4;76;f
1380;802;2024-S1;2024-06-15;3.0;35;f
1381;803;2024-S1;2024-06-15;3.4;67;f
1382;803;2024-S2;2024-12-10;3.5;65;f
1383;804;2024-S1;2024-06-15;3.1;83;f
1384;804;2024-S2;2024-12-10;2.9;80;f
1385;805;2024-S1;2024-06-15;4.2;67;f
1386;805;2024-S2;2024-12-10;5.0;72;f
1387;806;2024-S1;2024-06-15;3.5;68;f
1388;806;2024-S2;2024-12-10;4.3;68;f
1389;807;2024-S1;2024-06-15;4.0;53;f
1390;807;2024-S2;2024-12-10;3.8;85;f
1391;808;2024-S1;2024-06-15;3.7;61;f
1392;808;2024-S2;2024-12-10;3.5;52;f
1393;809;2024-S1;2024-06-15;4.2;89;f
1394;809;2024-S2;2024-12-10;3.6;93;f
1395;810;2024-S1;2024-06-15;4.1;72;f
1396;810;2024-S2;2024-12-10;4.4;81;f
1397;811;2024-S1;2024-06-15;4.4;91;f
1398;811;2024-S2;2024-12-10;3.6;81;f
1399;812;2024-S1;2024-06-15;2.6;55;f
1400;812;2024-S2;2024-12-10;4.0;77;f
1401;813;2024-S1;2024-06-15;3.2;66;f
1402;813;2024-S2;2024-12-10;3.9;71;f
1403;814;2024-S1;2024-06-15;3.6;52;f
1404;814;2024-S2;2024-12-10;3.9;69;f
1405;815;2024-S1;2024-06-15;4.9;91;t
1406;815;2024-S2;2024-12-10;3.0;86;f
1407;817;2024-S1;2024-06-15;5.0;90;t
1408;817;2024-S2;2024-12-10;3.4;84;f
1409;818;2024-S1;2024-06-15;4.1;62;f
1410;818;2024-S2;2024-12-10;3.2;82;f
1411;819;2024-S1;2024-06-15;4.3;76;f
1412;819;2024-S2;2024-12-10;3.8;90;f
1413;820;2024-S1;2024-06-15;3.6;31;f
1414;820;2024-S2;2024-12-10;4.0;88;f
1415;821;2024-S2;2024-12-10;4.0;54;f
1416;822;2024-S1;2024-06-15;3.3;70;f
1417;822;2024-S2;2024-12-10;3.0;63;f
1418;824;2024-S1;2024-06-15;4.5;58;f
1419;824;2024-S2;2024-12-10;3.5;82;f
1420;825;2024-S1;2024-06-15;2.8;90;f
1421;825;2024-S2;2024-12-10;3.4;57;f
1422;826;2024-S1;2024-06-15;4.5;84;t
1423;826;2024-S2;2024-12-10;4.0;87;f
1424;827;2024-S1;2024-06-15;3.6;96;f
1425;827;2024-S2;2024-12-10;2.9;68;f
1426;828;2024-S1;2024-06-15;3.5;68;f
1427;828;2024-S2;2024-12-10;3.0;79;f
1428;829;2024-S1;2024-06-15;3.0;53;f
1429;829;2024-S2;2024-12-10;2.3;61;f
1430;830;2024-S1;2024-06-15;3.8;76;f
1431;830;2024-S2;2024-12-10;3.6;62;f
1432;832;2024-S1;2024-06-15;3.5;62;f
1433;832;2024-S2;2024-12-10;4.8;54;f
1434;833;2024-S1;2024-06-15;3.3;71;f
1435;833;2024-S2;2024-12-10;3.1;72;f
1436;834;2024-S1;2024-06-15;2.8;73;f
1437;834;2024-S2;2024-12-10;3.5;61;f
1438;835;2024-S1;2024-06-15;3.5;64;f
1439;835;2024-S2;2024-12-10;3.5;82;f
1440;836;2024-S2;2024-12-10;4.7;34;f
1441;837;2024-S1;2024-06-15;3.6;54;f
1442;837;2024-S2;2024-12-10;3.5;77;f
1443;838;2024-S1;2024-06-15;5.0;67;f
1444;838;2024-S2;2024-12-10;3.8;59;f
1445;839;2024-S1;2024-06-15;3.2;57;f
1446;839;2024-S2;2024-12-10;3.3;65;f
1447;840;2024-S1;2024-06-15;4.5;67;f
1448;840;2024-S2;2024-12-10;4.0;76;f
1449;841;2024-S1;2024-06-15;4.2;45;f
1450;841;2024-S2;2024-12-10;3.9;75;f
1451;842;2024-S1;2024-06-15;3.6;87;f
1452;842;2024-S2;2024-12-10;3.6;84;f
1453;843;2024-S1;2024-06-15;3.8;75;f
1454;843;2024-S2;2024-12-10;3.9;69;f
1455;844;2024-S1;2024-06-15;4.6;87;t
1456;844;2024-S2;2024-12-10;4.2;65;f
1457;845;2024-S2;2024-12-10;3.0;67;f
1458;846;2024-S1;2024-06-15;3.4;75;f
1459;846;2024-S2;2024-12-10;4.7;51;f
1460;847;2024-S1;2024-06-15;3.9;81;f
1461;847;2024-S2;2024-12-10;3.7;100;f
1462;848;2024-S1;2024-06-15;4.0;90;f
1463;848;2024-S2;2024-12-10;4.2;92;f
1464;849;2024-S2;2024-12-10;3.8;53;f
1465;850;2024-S1;2024-06-15;4.0;48;f
1466;851;2024-S1;2024-06-15;3.5;65;f
1467;851;2024-S2;2024-12-10;3.5;89;f
1468;853;2024-S1;2024-06-15;3.7;100;f
1469;853;2024-S2;2024-12-10;3.7;42;f
1470;854;2024-S1;2024-06-15;3.4;83;f
1471;854;2024-S2;2024-12-10;3.0;67;f
1472;855;2024-S2;2024-12-10;4.1;67;f
1473;856;2024-S1;2024-06-15;3.4;89;f
1474;856;2024-S2;2024-12-10;3.6;57;f
1475;857;2024-S1;2024-06-15;4.2;87;f
1476;857;2024-S2;2024-12-10;3.8;63;f
1477;858;2024-S1;2024-06-15;2.1;37;f
1478;859;2024-S1;2024-06-15;3.0;65;f
1479;859;2024-S2;2024-12-10;4.0;82;f
1480;860;2024-S1;2024-06-15;3.7;77;f
1481;861;2024-S1;2024-06-15;3.6;61;f
1482;861;2024-S2;2024-12-10;3.5;87;f
1483;862;2024-S1;2024-06-15;2.4;55;f
1484;862;2024-S2;2024-12-10;3.4;56;f
1485;863;2024-S1;2024-06-15;3.9;50;f
1486;863;2024-S2;2024-12-10;4.4;99;f
1487;864;2024-S1;2024-06-15;3.8;63;f
1488;864;2024-S2;2024-12-10;4.2;68;f
1489;865;2024-S1;2024-06-15;3.2;72;f
1490;865;2024-S2;2024-12-10;2.8;61;f
1491;866;2024-S1;2024-06-15;3.3;70;f
1492;866;2024-S2;2024-12-10;2.8;59;f
1493;867;2024-S1;2024-06-15;3.4;78;f
1494;867;2024-S2;2024-12-10;3.7;94;f
1495;868;2024-S1;2024-06-15;3.2;84;f
1496;868;2024-S2;2024-12-10;4.2;74;f
1497;869;2024-S1;2024-06-15;3.8;75;f
1498;869;2024-S2;2024-12-10;3.2;85;f
1499;870;2024-S1;2024-06-15;3.7;55;f
1500;870;2024-S2;2024-12-10;4.4;70;f
1501;871;2024-S1;2024-06-15;3.7;36;f
1502;871;2024-S2;2024-12-10;3.7;89;f
1503;872;2024-S1;2024-06-15;3.4;53;f
1504;872;2024-S2;2024-12-10;4.0;47;f
1505;873;2024-S1;2024-06-15;4.0;69;f
1506;875;2024-S2;2024-12-10;3.7;100;f
1507;876;2024-S1;2024-06-15;3.8;53;f
1508;876;2024-S2;2024-12-10;3.8;82;f
1509;877;2024-S1;2024-06-15;2.6;71;f
1510;877;2024-S2;2024-12-10;2.7;72;f
1511;878;2024-S1;2024-06-15;4.5;65;f
1512;878;2024-S2;2024-12-10;3.7;75;f
1513;879;2024-S1;2024-06-15;3.9;74;f
1514;879;2024-S2;2024-12-10;2.6;74;f
1515;880;2024-S1;2024-06-15;3.4;56;f
1516;880;2024-S2;2024-12-10;3.8;73;f
1517;882;2024-S1;2024-06-15;2.7;66;f
1518;882;2024-S2;2024-12-10;4.4;54;f
1519;883;2024-S1;2024-06-15;3.8;55;f
1520;883;2024-S2;2024-12-10;4.6;81;f
1521;884;2024-S1;2024-06-15;3.9;63;f
1522;884;2024-S2;2024-12-10;3.7;68;f
1523;885;2024-S1;2024-06-15;3.2;69;f
1524;885;2024-S2;2024-12-10;2.8;67;f
1525;886;2024-S1;2024-06-15;3.6;69;f
1526;886;2024-S2;2024-12-10;4.6;74;f
1527;887;2024-S1;2024-06-15;4.7;52;f
1528;887;2024-S2;2024-12-10;4.2;74;f
1529;888;2024-S1;2024-06-15;3.6;53;f
1530;888;2024-S2;2024-12-10;3.9;100;f
1531;889;2024-S1;2024-06-15;3.9;71;f
1532;889;2024-S2;2024-12-10;3.8;80;f
1533;890;2024-S1;2024-06-15;4.6;66;f
1534;890;2024-S2;2024-12-10;3.8;72;f
1535;891;2024-S1;2024-06-15;3.4;74;f
1536;891;2024-S2;2024-12-10;4.5;62;f
1537;892;2024-S1;2024-06-15;3.9;77;f
1538;892;2024-S2;2024-12-10;3.7;78;f
1539;893;2024-S1;2024-06-15;3.9;59;f
1540;893;2024-S2;2024-12-10;3.7;71;f
1541;894;2024-S1;2024-06-15;3.1;72;f
1542;894;2024-S2;2024-12-10;3.7;100;f
1543;895;2024-S1;2024-06-15;3.2;86;f
1544;895;2024-S2;2024-12-10;4.0;86;f
1545;896;2024-S1;2024-06-15;3.3;45;f
1546;896;2024-S2;2024-12-10;3.6;82;f
1547;897;2024-S1;2024-06-15;3.5;69;f
1548;897;2024-S2;2024-12-10;4.8;61;f
1549;898;2024-S1;2024-06-15;4.2;58;f
1550;898;2024-S2;2024-12-10;4.3;71;f
1551;899;2024-S1;2024-06-15;4.0;63;f
1552;899;2024-S2;2024-12-10;3.8;74;f
1553;901;2024-S2;2024-12-10;2.9;65;f
1554;902;2024-S1;2024-06-15;3.8;61;f
1555;902;2024-S2;2024-12-10;3.8;69;f
1556;903;2024-S1;2024-06-15;4.0;69;f
1557;903;2024-S2;2024-12-10;5.0;44;f
1558;904;2024-S1;2024-06-15;3.3;81;f
1559;904;2024-S2;2024-12-10;3.8;78;f
1560;905;2024-S1;2024-06-15;1.0;42;f
1561;906;2024-S1;2024-06-15;3.7;80;f
1562;906;2024-S2;2024-12-10;3.9;72;f
1563;907;2024-S1;2024-06-15;3.6;54;f
1564;907;2024-S2;2024-12-10;3.9;70;f
1565;908;2024-S1;2024-06-15;3.5;71;f
1566;908;2024-S2;2024-12-10;3.5;51;f
1567;910;2024-S1;2024-06-15;4.1;98;f
1568;910;2024-S2;2024-12-10;3.9;76;f
1569;911;2024-S1;2024-06-15;4.5;98;t
1570;911;2024-S2;2024-12-10;4.6;57;f
1571;912;2024-S1;2024-06-15;3.7;81;f
1572;912;2024-S2;2024-12-10;2.6;76;f
1573;913;2024-S1;2024-06-15;3.6;91;f
1574;913;2024-S2;2024-12-10;3.3;71;f
1575;914;2024-S1;2024-06-15;3.3;70;f
1576;914;2024-S2;2024-12-10;3.3;66;f
1577;915;2024-S1;2024-06-15;3.1;62;f
1578;915;2024-S2;2024-12-10;3.3;65;f
1579;916;2024-S1;2024-06-15;3.6;31;f
1580;916;2024-S2;2024-12-10;3.8;89;f
1581;918;2024-S1;2024-06-15;4.1;59;f
1582;918;2024-S2;2024-12-10;4.3;60;f
1583;919;2024-S1;2024-06-15;3.9;38;f
1584;919;2024-S2;2024-12-10;4.0;72;f
1585;920;2024-S1;2024-06-15;3.8;72;f
1586;920;2024-S2;2024-12-10;4.7;84;f
1587;921;2024-S1;2024-06-15;3.6;90;f
1588;921;2024-S2;2024-12-10;4.3;93;f
1589;922;2024-S1;2024-06-15;4.4;67;f
1590;922;2024-S2;2024-12-10;3.4;66;f
1591;923;2024-S1;2024-06-15;4.1;90;f
1592;923;2024-S2;2024-12-10;4.3;52;f
1593;925;2024-S1;2024-06-15;3.3;81;f
1594;925;2024-S2;2024-12-10;4.4;76;f
1595;926;2024-S1;2024-06-15;4.5;45;f
1596;926;2024-S2;2024-12-10;3.6;91;f
1597;928;2024-S1;2024-06-15;3.9;60;f
1598;928;2024-S2;2024-12-10;4.1;73;f
1599;929;2024-S1;2024-06-15;3.4;49;f
1600;929;2024-S2;2024-12-10;4.1;56;f
1601;930;2024-S1;2024-06-15;4.9;47;f
1602;930;2024-S2;2024-12-10;3.7;82;f
1603;931;2024-S1;2024-06-15;3.1;62;f
1604;931;2024-S2;2024-12-10;4.2;58;f
1605;932;2024-S1;2024-06-15;4.8;72;f
1606;932;2024-S2;2024-12-10;3.5;94;f
1607;934;2024-S1;2024-06-15;3.1;96;f
1608;934;2024-S2;2024-12-10;3.2;89;f
1609;935;2024-S2;2024-12-10;4.7;70;f
1610;936;2024-S1;2024-06-15;3.6;68;f
1611;936;2024-S2;2024-12-10;3.3;73;f
1612;937;2024-S1;2024-06-15;4.2;80;f
1613;937;2024-S2;2024-12-10;4.0;61;f
1614;938;2024-S1;2024-06-15;3.1;96;f
1615;938;2024-S2;2024-12-10;3.0;69;f
1616;939;2024-S1;2024-06-15;4.1;93;f
1617;939;2024-S2;2024-12-10;3.7;75;f
1618;940;2024-S1;2024-06-15;3.4;96;f
1619;940;2024-S2;2024-12-10;4.5;57;f
1620;941;2024-S1;2024-06-15;4.1;70;f
1621;941;2024-S2;2024-12-10;3.9;60;f
1622;942;2024-S1;2024-06-15;2.6;56;f
1623;942;2024-S2;2024-12-10;3.4;65;f
1624;945;2024-S1;2024-06-15;2.4;76;f
1625;945;2024-S2;2024-12-10;2.9;71;f
1626;946;2024-S1;2024-06-15;3.0;46;f
1627;946;2024-S2;2024-12-10;3.7;69;f
1628;947;2024-S1;2024-06-15;3.8;94;f
1629;947;2024-S2;2024-12-10;4.1;99;f
1630;948;2024-S2;2024-12-10;3.5;61;f
1631;949;2024-S1;2024-06-15;4.0;98;f
1632;949;2024-S2;2024-12-10;3.1;91;f
1633;950;2024-S1;2024-06-15;4.0;65;f
1634;950;2024-S2;2024-12-10;4.5;55;f
1635;951;2024-S1;2024-06-15;4.1;69;f
1636;951;2024-S2;2024-12-10;4.3;76;f
1637;952;2024-S1;2024-06-15;4.3;72;f
1638;952;2024-S2;2024-12-10;3.5;70;f
1639;953;2024-S2;2024-12-10;3.8;76;f
1640;954;2024-S2;2024-12-10;4.1;72;f
1641;955;2024-S1;2024-06-15;4.1;100;f
1642;955;2024-S2;2024-12-10;3.3;86;f
1643;956;2024-S1;2024-06-15;3.3;58;f
1644;956;2024-S2;2024-12-10;4.5;59;f
